line,text,genre
94,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           Un matin d’automne, la petite ville de Chester Mill, dans le Maine, est inexplicablement et brutalement isolée du reste du monde par un champ de force invisible. Personne ne comprend ce qu’est ce dôme transparent, d’où il vient et quand – ou si – il partira. L’armée semble impuissante à ouvrir un passage tandis que les ressources à l’intérieur de Chester Mill se raréfient. Jim Rennie, premier adjoint de Chester Mill, voit tout de suite le bénéfice qu’il peut tirer de la situation, lui qui a toujours rêvé de mettre la ville sous sa coupe. Un nouvel ordre social régi par la terreur s’installe et la résistance s’organise autour de Dale Barbara, vétéran d’Irak et chef cuistot fraîchement débarqué en ville… Allégorie du totalitarisme, réflexion sur la nature humaine et sa résistance aux situations extrêmes, et page-turner irrésistible, Dôme signe le retour du King à son meilleur. Clémentine Goldszal, Elle.     
    
  
  
  
  
  
  
  

  
  ",Fantastique
95,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           Avant, Danny tuait le temps. Aujourd’hui elle tue des démons. Vous me reconnaissez ? Danny Valentine, pour vous servir, nécromante et mercenaire. Je dors peu et je n’ai pas un caractère facile. Il faut dire que je viens tout juste de tirer un trait sur sept ans de ma vie – et sur mon partenaire – pour traquer quatre démons renégats qui se sont échappés de l’Enfer. Je finirai bien par les trouver. A moins qu’ils ne me trouvent d’abord. Mais personne n’a jamais prétendu qu’il était facile d’être le bras droit du Diable, hein ? Lilith Saintcrow est née au Nouveau-Mexique. Écrivain « du côté obscur » à plein-temps, elle est l’auteur best-seller de plusieurs séries fantastiques. « Une série puissante et envoûtante. » SFX     
    
  
  
  
  
  
  
  

  
  ",Fantastique
96,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           J’ai longtemps rêvé de cette fille. Elle apparaissait dans un cauchemar où, malgré tous mes efforts, elle tombait sans que je puisse la sauver. Je me savais lié à elle d’une façon particulière. Et puis un jour, elle est arrivée en chair et en os au lycée. Elle était belle et mystérieuse. Si j’avais su qu’en même temps que cette fille surgirait aussi une malédiction… J’étais éperdument amoureux, mais cet amour était perdu d’avance.L’amour sera-t-il plus fort que le destin ? Après la saga Twilight, Sublimes Créatures est le premier roman d’une série déjà culte adaptée au cinéma.     
    
  
  
  
  
  
  
  

  
  ",Fantastique
97,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           Le jour où Jessica Packwood a découvert qu’elle appartenait à une famille de vampires, sa vie a changé à jamais. A présent mariée au prince Lucius Vladescu, elle doit s’imposer en tant que souveraine face à une famille de vampires aux dents longues qui ne demandent qu’à l’écarter du trône. Quand un des Anciens est retrouvé assassiné avec le pieu de Lucius, tout accuse le prince-vampire. Emprisonné dans le château, affaibli par le manque de sang, il dépérit peu à peu, laissant Jessica seule face à son destin…La suite de Comment se débarrasser d’un vampire amoureux, une comédie romantique riche en suspense et en rebondissements, qui a connu un immense succès dans le monde entier.     
    
  
  
  
  
  
  
  

  
  ",Fantastique
98,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           Mon nom est Jill Kismet. Spécialiste en trucs surnaturels. Exterminatrice d’esprits malfaisants. Tueuse de démons. Tout le monde ne supporte pas la nuit et ses créatures, mais je ne suis pas tout le monde. Mon passé m’a beaucoup appris sur les ténèbres, et j’ai été entraînée par le meilleur. Les villes ont besoin de personnes comme nous, qui font des choses que même les flics refusent de faire, quand la nuit est tombée…« Un must en fantasy urbaine ! » Romantic Times ***     
    
  
  
  
  
  
  
  

  
  ",Fantastique
99,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           Ne pas oublier1) de survivre à la règle de magie nº101,2) d’entretenir des relations cordiales avec ma sœur jumelle,3) de rester en vie.Sale temps pour Sabina ! Côté famille, sa propre grand-mère, leader du clan des vampires, vient de lancer un contrat sur sa tête. Côté travail, le clan des mages semble penser qu’elle est une sorte d’Élue qui réconciliera les deux races. Sauf que les prophéties ne sont vraiment pas le truc de Sabina. Côté cœur, elle va devoir en découdre avec un ancien flirt… sans oublier le nouveau !« La meilleur série de bit-lit actuellement dans les rayons. » Paul Goat Allen, BarnesandNoble.com     
    
  
  
  
  
  
  
  

  
  ",Fantastique
100,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           Quand l’invasion zombie a dressé les vivants contre les morts, Lilly Caul a fui la banlieue d’Atlanta. D’abris de fortune en campements improvisés, elle essaie à présent de survivre. Mais les zombies sont de plus en plus nombreux, et leur appétit pour la chair est sans limites. Terrorisée, Lilly trouve refuge dans une ville fortifiée connue sous le nom de Woodbury. De prime abord, c’est un parfait havre de paix : les habitants troquent de la nourriture contre des services, les barricades sont solides et le mystérieux leader qu’on appelle Philip Blake veille sur les citoyens. Pourtant, Lilly commence à douter : Blake veut qu’on l’appelle le Gouverneur, et ses idées sur la loi et la justice sont… déviantes. Avec une bande de rebelles, elle ouvre la boîte de Pandore et défie le Gouverneur. La route de Woodbury se transforme alors en autoroute pour l’enfer.     
    
  
  
  
  
  
  
  

  
  ",Fantastique
101,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           Anna Claramond ne se souvient plus de rien. Seul son nom lui est familier. La ville autour d’elle est blanche, belle, irréelle. Presque malgré elle, la jeune fille accepte les assiduités du beau Wynter, l’héritier d’une puissante dynastie. Bal de rêve et cadeaux somptueux se succèdent avec lui, mais Anna sent que quelque chose ne va pas. Qu’elle est en danger. Anna sait qu’elle doit se souvenir. Mais que lui réservera sa mémoire, une fois retrouvée ?Fabrice Colin connaît l’art de désarçonner ses lecteurs. Il mène le pauvre lecteur par le bout du nez jusqu’au chapitre final qui éclaire l’histoire d’une manière surprenante. Le Figaro littéraire.Le livre de Fabrice Colin […] nous fait prendre de vertigineux ascenseurs de verre pour mieux nous surprendre dans sa chute. On ne lâche pas ce roman haletant. Lire.     
    
  
  
  
  
  
  
  

  
  ",Fantastique
102,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           Odd n’a jamais demandé à pouvoir communiquer avec les morts. Pourtant, lorsque son ami Danny se fait kidnapper, son étrange pouvoir va lui permettre de suivre à la trace les mystérieux ravisseurs dans une incroyable course-poursuite aux frontières de l’Au-delà… Seulement son magnétisme psychique n’a pas que des avantages, et ce qui l’attend dans cet entre-deux-monde fera trembler même les esprits les plus malveillants.Le personnage d’Odd Thomas ensorcelle tellement l’âme et le cœur des lecteurs qu’il continue à vivre une fois le livre refermé. Avec L’Ami Odd Thomas, Dean Koontz démontre une fois encore son talent en alliant ingénieusement suspense, terreur, aventure et mystère – un nouvel opus à la mesure de L’Étrange Odd Thomas.     
    
  
  
  
  
  
  
  

  
  ",Fantastique
103,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           Ne pas oublier : 1) d’infiltrer le clan rival et d’assassiner leur chef, 2) de se débarrasser du démon qui s’est incrusté à la maison, 3) d’oublier ce vaurien de mage, même s’il est canon, 4) de trahir ma famille.Sabina est une métisse. Moitié-vampire moitié-mage, elle exerce le seul métier possible pour une paria dans son monde : assassin. Mais la guerre couve entre les vampires et les mages, et Sabina est envoyée pour infiltrer un des deux clans et assassiner son chef…« La meilleure série de bit-lit actuellement dans les rayons. » Paul Goat Allen, BarnesandNoble.com     
    
  
  
  
  
  
  
  

  
  ",Fantastique
104,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           Diana Bishop a renoncé depuis longtemps à un héritage familial compliqué pour privilégier ses recherches universitaires, une vie simple et ordinaire. Jusqu’au jour où elle emprunte un manuscrit alchimique : l’Ashmole 782. Elle ignore alors qu’elle vient de réveiller un ancien et terrible secret – un secret convoité par de nombreuses et redoutables créatures. Dont Matthew Clairmont. Un tueur, lui a-t-on dit. Malgré elle, Diana se retrouve au coeur de la tourmente.Deborah Harkness est professeur à l’université de Californie du Sud. Best-seller international, Le Livre perdu des sortilèges est en cours d’adaptation cinématographique. Premier roman de l’auteur, il mêle avec brio passion et sensualité, réalisme et fantastique, quête ésotérique et suspense.     
    
  
  
  
  
  
  
  

  
  ",Fantastique
105,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           Miss Alexia Tarabotti doit composer avec quelques contraintes sociales. Primo, elle n’a pas d’âme. Deuxio, elle est toujours célibataire. Tertio, elle vient de se faire grossièrement attaquer par un vampire qui ne lui avait même pas été présenté ! Que faire ? Rien de bien, apparemment, car Alexia tue accidentellement le vampire. Lord Maccon – beau, compliqué, écossais et loup-garou – est envoyé par la reine Victoria pour démêler l’affaire. Des vampires indésirables s’en mêlent, d’autres disparaissent, et tout le monde pense qu’Alexia est responsable. Mais que se trame-t-il réellement dans la bonne société londonienne ? Vampires, loups-garous et aristocrates : un réjouissant mélange de romanesque et de fantastique !     
    
  
  
  
  
  
  
  

  
  ",Fantastique
106,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           Dans le monde de The Walking Dead, envahi par les morts-vivants où quelques-uns tentent de survivre, il n’y a pas plus redoutable que le Gouverneur. Ce tyran sanguinaire qui dirige la ville retranchée de Woodbury a son propre sens de la justice, qu’il organise des combats de prisonniers contre des zombies dans une arène pour divertir les habitants, ou qu’il tronçonne les extrémités de ceux qui le contrarient. Mais pourquoi est-il si méchant ? Dans L’Ascension du Gouverneur, le lecteur découvre pour la première fois comment et pourquoi Philip Blake est ce qu’il est, ce qui l’a conduit à devenir… le Gouverneur.Suivie par des millions de lecteurs et spectateurs, The Walking Dead est une série culte.     
    
  
  
  
  
  
  
  

  
  ",Fantastique
107,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           Juste avant le crépuscule... C'est l'heure trouble où les ombres se fondent dans les ténèbres, où la lumière vous fuit, où l'angoisse vous étreint... L'heure de Stephen King. Treize nouvelles jubilatoires et terrifiantes.     
    
  
  
  
  
  
  
  

  
  ",Fantastique
108,"
  
        Résumé
    
  
  
    
        
  
  
      
        
      
           Dans le laboratoire du père de Jill Jekel se trouve une boîte, fermée à double tour. Jill sait qu'elle ne doit y toucher sous aucun prétexte. Mais, quand son père est retrouvé assassiné dans des circonstances étranges et qu'elle découvre qu’il a dévalisé le compte en banque destiné à payer ses études, elle n'hésite plus. Car cette boîte contient le secret de la transformation du célèbre Dr. Jekyll en son alter ego maléfique, Mr. Hyde. Si Jill reproduit cette formule, son avenir est assuré. Au laboratoire, elle est aidée par un ami Tristan Hyde, aux motivations obscures... et dangereuses. Parviendront-ils à résister au pouvoir de l'élixir ?     
    
  
  
  
  
  
  
  

  
  ",Fantastique
